NewsId|ResponseId|RecordedDate|word_count|D1|D2|D3|D4|D5.3|Duration|IA_Q1|IA_Q2|IA_Q3|IA_Q4|IA_Q5|GQ1|GQ2|GQ3|GQ4|GQ5|QQ1|QQ2|QQ3|QQ4|QQ5|C35Q1|C35Q2|C35Q3|C35Q4|C35Q5|C4Q1|C4Q2|C4Q3|C4Q4|C4Q5|CLQ1|CLQ2|CLQ3|CLQ4|CLQ5|CSQ1|CSQ2|CSQ3|CSQ4|CSQ5|C35FSQ1|C35FSQ2|C35FSQ3|C35FSQ4|C35FSQ5|C4FSQ1|C4FSQ2|C4FSQ3|C4FSQ4|C4FSQ5|C35ZSQ1|C35ZSQ2|C35ZSQ3|C35ZSQ4|C35ZSQ5|C4ZSQ1|C4ZSQ2|C4ZSQ3|C4ZSQ4|C4ZSQ5|IA_Any|Q_block_number|tagged_order|orig_C35Q1|orig_C35Q2|orig_C35Q3|orig_C35Q4|orig_C35Q5
5207|R_74N7cim4Ou0D6jq|2024-04-20 16:57:45|856|08/06/2003|Hombre|Bachelor of Business Administration|No|Más de 5 años pero menos de 7 años|0 days 00:23:52|True|True|False|False|False|{'elche', 'barcelona', 'alicante', 'valencia', 'almussafes', 'bilbao', 'alzira', 'castellon', 'alberic', 'benimarfull'}|10|{'0'}|{'0'}|{'0'}|['valencia', ' benimarfull', ' alberic', ' almussafes', ' elche']|5|0|0|0|['benimarfull', ' alberic', ' alzira', ' elche']|4|0|0|0|['valencia', ' benimarfull', ' alicante', ' alberic', ' alzira', ' castellon', ' elche', ' almussafes']|8|0|0|0|['valencia', ' benimarfull', ' alberic', ' alzira', ' castellon', ' elche', ' almussafes']|7|0|0|0|['valencia', ' benimarfull', ' alberic', ' alzira', ' castellon', ' elche', ' almussafes']|7|0|0|0|['benimarfull', ' alberic', ' alzira', ' elche']|4|0|0|0|['valencia', ' benimarfull', ' alberic', ' alzira', ' elche', ' almussafes']|6|0|0|0|['benimarfull', ' alberic', ' alzira', ' elche']|4|0|0|0|['valencia', ' benimarfull', ' alicante', ' alberic', ' alzira', ' elche', ' almussafes']|7|0|0|0|True|1|2|['valencia', ' benimarfull', ' alberic', ' elche', ' almussafes']|5|0|0|0
5387|R_4EZINvn8yfywOIV|2024-01-27 19:37:12|313|25/05/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:11:46|False|False|False|True|True|{'alicante', 'elche'}|2|{'0'}|{'0'}|{'0'}|['valencia', ' alicante']|2|1|2|2|['elche', ' alicante']|2|1|5|2|['elche', ' alicante']|2|0|0|0|['elche', ' alicante']|2|1|2|2|['elche', ' alicante']|2|1|2|2|['elche', ' alicante']|2|1|5|2|['elche', ' alicante']|2|0|0|0|['elche', ' alicante']|2|1|5|2|['elche', ' alicante']|2|0|0|0|True|3|1|['elche', ' alicante']|2|1|2|2
5387|R_5HqUjes4xYeVG2q|2024-02-21 16:02:35|313|19/07/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:18:50|False|False|False|True|True|{'alicante', 'elche'}|2|{'0'}|{'0'}|{'0'}|['alicante']|1|1|99|1|['elche', ' alicante']|2|0|98|2|['elche', ' alicante']|2|0|0|0|['elche', ' alicante']|2|1|2|2|['elche', ' alicante']|2|1|2|2|['elche', ' alicante']|2|0|0|0|['elche', ' alicante']|2|1|2|2|['elche', ' alicante']|2|1|5|2|['elche', ' alicante']|2|0|0|0|True|3|2|['elche', ' alicante']|2|1|2|2
5391|R_1RP1fEwsTkuiSiN|2024-02-02 12:01:47|194|12/08/2005|Hombre|Bachelor of Business Administration|No|Más de 2 años pero menos de 5 años|0 days 00:21:11|False|False|False|False|False|{'palma'}|1|{'0'}|{'0'}|{'0'}|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca', ' palma']|2|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|False|2|1|['palma de mallorca']|1|0|0|0
5391|R_3tJh6do3aFIMsF3|2024-02-18 13:12:30|194|04/10/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:08:03|False|False|False|False|False|{'palma'}|1|{'0'}|{'0'}|{'0'}|['palma', ' palma']|1|0|2|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca', ' palma']|2|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|['palma de mallorca']|1|0|0|0|False|2|2|['palma de mallorca']|1|0|0|0
5680|R_3jkrdIMo0iaHuSf|2024-01-27 19:04:14|461|23/02/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:33:20|False|False|False|False|False|{'valencia'}|1|{'0'}|{'0'}|{'0'}|['niguno']|0|0|0|0|['valencia']|1|0|98|0|['ninguno']|0|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['ninguno']|0|0|0|0|['valencia']|1|0|0|0|['ninguno']|0|0|0|0|False|2|1|['valencia']|1|0|0|0
5680|R_6CVInPtAwRMB5ZK|2024-02-19 14:00:20|461|21/06/2003|Hombre|Double degree in Business Administration and AI for Business|No|Más de 2 años pero menos de 5 años|0 days 00:30:11|False|False|False|False|False|{'valencia'}|1|{'0'}|{'0'}|{'0'}|[' valencia']|1|0|0|0|['valencia']|1|0|0|0|['ninguno']|0|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['ninguno']|0|0|0|0|['valencia']|1|0|0|0|['ninguno']|0|0|0|0|False|2|2|['valencia']|1|0|0|0
5835|R_2LjbVdhg2pchoqZ|2024-04-19 11:06:50|750|14/07/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:20:18|True|True|False|False|False|{'los yebenes', 'chueca', 'talavera de la reina', 'sonseca', 'ajofrin', 'madridejos', 'villanueva de bogas', 'toledo', 'la puebla de almuradiel', 'consuegra', 'mazarambroz'}|11|{'0'}|{'0'}|{'0'}|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['toledo', ' madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes']|7|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|True|2|1|['toledo', ' madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas']|10|0|0|0
5835|R_5Nvd9yuvvHlG7Lz|2024-05-03 17:52:07|750|28/08/2002|Hombre|Bachelor of Business Administration|Si||0 days 00:09:18|True|True|False|False|False|{'los yebenes', 'chueca', 'talavera de la reina', 'sonseca', 'ajofrin', 'madridejos', 'villanueva de bogas', 'toledo', 'la puebla de almuradiel', 'consuegra', 'mazarambroz'}|11|{'0'}|{'0'}|{'0'}|['toledo', ' madrilejos', ' consuegra', ' sonseca', ' mazarambros', ' afrijin', ' chueca', ' yebenes', ' la puiebla', ' villanueva']|10|0|98|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|98|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['toledo', ' madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|12|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|['madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas', ' toledo', ' talavera']|11|0|0|0|True|2|2|['toledo', ' madridejos', ' consuegra', ' sonseca', ' mazarambroz', ' ajofrin', ' chueca', ' los yebenes', ' la puebla de almuradiel', ' villanueva de bogas']|10|0|0|0
5852|R_3CPWKp0hgB2DqZg|2024-02-02 10:23:17|558|06/10/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:11:46|False|False|False|False|False|{'huelva'}|1|{'1'}|{'5'}|{'5', '1'}|['huelva']|1|1|1|1|['huelva']|1|1|5|1|['huelva']|1|1|1|1|['huelva']|1|1|1|1|['huelva']|1|1|1|1|['huelva']|1|1|5|1|['huelva']|1|1|1|1|['huelva']|1|1|5|1|['huelva']|1|1|1|1|False|1|1|['huelva']|1|1|5|1
5852|R_28JkLmc5i61P3Mt|2024-02-05 18:53:59|558|05/08/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:11:39|False|False|False|False|False|{'huelva'}|1|{'1'}|{'5'}|{'5', '1'}|['huelva']|1|0|5|5|['huelva']|1|1|5|1|['huelva']|1|1|1|1|['huelva']|1|1|1|1|['huelva']|1|1|1|1|['huelva']|1|1|5|1|['huelva']|1|1|5|1|['huelva']|1|1|5|1|['huelva']|1|1|1|1|False|1|2|['huelva']|1|1|5|1
6011|R_5VsGZ07pr1nfB5Q|2024-02-08 10:50:16|752|29/09/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:16:46|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'1'}|{'1'}|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|False|3|1|['sevilla']|1|1|1|1
6011|R_2GTWyoyh7GsyHss|2024-02-18 15:16:40|752|03/02/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:11:14|False|False|False|False|False|{'sevilla'}|1|{'1'}|{'1'}|{'1'}|['sevilla', ' andalucia']|2|1|98|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|['sevilla']|1|1|1|1|False|3|2|['sevilla']|1|1|1|1
6029|R_6VoiLNQnNc6wCpX|2024-02-11 21:21:56|719|22/04/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:14:13|False|False|True|True|True|{'zaragoza', 'castellon'}|2|{'1'}|{'2'}|{'98'}|['castellon', ' zaragoza']|2|0|0|0|['castellon', ' zaragoza']|2|1|2|2|['castellon', ' zaragoza']|2|1|2|6|['castellon', ' zaragoza']|2|0|2|6|['castellon', ' zaragoza']|2|1|2|6|['castellon', ' zaragoza']|2|1|4|2|['castellon', ' zaragoza']|2|0|0|0|['castellon']|1|1|2|2|['castellon', ' zaragoza']|2|1|2|6|True|2|1|['castellon', ' zaragoza']|2|1|2|6
6029|R_2NJWswICbluLkeg|2024-04-19 11:12:37|719|22/10/2024|Mujer|Bachelor of Business Administration|Si||0 days 00:08:51|False|False|True|True|True|{'zaragoza', 'castellon'}|2|{'1'}|{'2'}|{'98'}|['castellon']|1|0|0|99|['castellon', ' zaragoza']|2|1|2|2|['castellon', ' zaragoza']|2|1|2|6|['castellon', ' zaragoza']|2|0|2|6|['castellon', ' zaragoza']|2|1|2|6|['castellon', ' zaragoza', ' madrid']|3|0|98|98|['castellon', ' zaragoza']|2|1|2|6|['castellon']|1|1|2|2|['castellon', ' zaragoza']|2|1|2|6|True|2|2|['castellon', ' zaragoza']|2|1|2|6
6057|R_1vZf9aFOKgWrTzl|2024-01-28 17:39:38|145|24/05/2005|Mujer|Double degree in Business Administration and AI for Business|Si||0 days 00:20:24|False|False|False|False|False|{'valencia'}|1|{'0'}|{'0'}|{'0'}|['valencia']|1|0|0|0|['valencia']|1|0|2|3|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|1|3|3|['valencia']|1|0|0|0|['valencia']|1|1|2|3|['valencia']|1|0|0|0|False|3|1|['valencia']|1|1|2|3
6057|R_2J5gFPN5cZAPmKa|2024-02-21 13:20:29|145|14/08/2005|Hombre|Double degree in Business Administration and AI for Business|Si||0 days 00:10:01|False|False|False|False|False|{'valencia'}|1|{'0'}|{'0'}|{'0'}|['valencia ']|1|0|4|98|['valencia']|1|0|2|3|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|0|0|['valencia']|1|0|98|0|['valencia']|1|0|0|0|['valencia']|1|0|2|3|['valencia']|1|0|0|0|False|3|2|['valencia']|1|1|2|3
6360|R_8GczQvyEOJmouPU|2024-02-02 11:03:09|288|24/11/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:07:50|True|True|False|False|False|{'ateca', 'zaragoza'}|2|{'1'}|{'1'}|{'5', '1'}|['ateca ']|1|1|1|5|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['zaragoza', ' ateca']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['ateca']|1|1|98|1|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|True|2|1|['ateca', ' zaragoza']|2|1|1|2
6360|R_2dvoYgF6z4DotMH|2024-02-19 11:30:35|288|11/03/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:06:49|True|True|False|False|False|{'ateca', 'zaragoza'}|2|{'1'}|{'1'}|{'5', '1'}|['ateca']|1|1|98|1|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['zaragoza', ' ateca']|2|1|1|1|['ninguno']|99|1|1|2|['ateca']|1|1|1|1|['ateca', ' zaragoza']|2|1|1|1|['ateca', ' zaragoza']|2|1|1|1|True|2|2|['ateca', ' zaragoza']|2|1|1|2
6478|R_5HqUjes4xYeVG2q|2024-02-21 16:02:35|554|19/07/2004|Hombre|Bachelor of Business Administration|Si||0 days 00:18:50|False|False|False|False|False|{'santander'}|1|{'0'}|{'0'}|{'0'}|['santander']|1|0|0|0|['santander']|1|0|2|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|2|1|['santander']|1|0|0|0|False|1|1|['santander']|1|0|2|0
6478|R_5ozsWUJkTN5yuMi|2024-04-19 11:11:12|554|09/08/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:16:58|False|False|False|False|False|{'santander'}|1|{'0'}|{'0'}|{'0'}|['santander']|1|0|0|0|['santander']|1|0|2|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|3|0|['santander']|1|0|0|0|['santander']|1|0|2|0|['santander']|1|0|0|0|False|3|2|['santander']|1|0|2|0
6495|R_2hT2c0PvMA5gMKV|2024-02-05 17:40:14|427|15/11/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:08:54|False|False|False|False|False|{'pravia', 'oviedo'}|2|{'1'}|{'4', '1'}|{'1', '6'}|['pravia']|1|1|4|2|['pravia']|1|1|4|1|['pravia', ' cudillero']|2|1|4|1|['pravia', ' oviedo', ' cudillero']|3|1|4|1|['pravia', ' oviedo', ' cudillero']|3|1|4|1|['pravia']|1|1|4|2|['pravia', ' cudillero']|2|1|4|1|['pravia']|1|1|4|5|['pravia', ' cudillero']|2|1|4|1|False|2|1|['pravia']|1|1|4|1
6495|R_3k4A4rib7qVRo1B|2024-02-19 19:17:33|427|02/10/2005|Mujer|Double degree in Business Administration and AI for Business|Si||0 days 00:28:31|False|False|False|False|False|{'pravia', 'oviedo'}|2|{'1'}|{'4', '1'}|{'1', '6'}|['pravia']|1|1|4|1|['pravia']|1|1|4|1|['pravia', ' cudillero']|2|1|4|1|['pravia', ' oviedo', ' cudillero']|3|1|4|1|['pravia', ' oviedo', ' cudillero']|3|1|4|1|['pravia']|1|1|4|5|['pravia', ' cudillero']|2|1|4|1|['pravia']|1|1|4|5|['pravia', ' cudillero']|2|1|4|1|False|2|2|['pravia']|1|1|4|1
6522|R_3orZj7139bBRK37|2024-01-26 17:54:41|640|23/12/2005|Hombre|Double degree in Business Administration and AI for Business|Si||0 days 00:16:16|True|True|False|False|False|{'cullar', 'granada', 'cacin'}|3|{'1'}|{'3', '1'}|{'4', '1'}|['cullar ', ' cacin ']|2|1|5|5|['cullar']|1|1|1|1|['cullar', ' cacin']|2|1|5|1|['cullar', ' cacin']|2|1|1|1|['cullar', ' cacin']|2|1|1|1|['cullar']|1|1|5|5|['cullar', ' cacin']|2|1|5|1|['cullar']|1|1|5|1|['cullar', ' cacin']|2|1|5|1|True|2|1|['cullar', ' granada']|2|1|1|1
6522|R_2jPyl1rJaena7l8|2024-02-29 09:55:58|640|15/02/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:16:33|True|True|False|False|False|{'cullar', 'granada', 'cacin'}|3|{'1'}|{'3', '1'}|{'4', '1'}|['cullar', ' cacin', ' granada']|3|1|5|5|['cullar']|1|1|1|1|['cullar', ' cacin']|2|1|5|1|['cullar', ' cacin']|2|1|1|1|['cullar', ' cacin']|2|1|1|1|['cullar']|1|1|5|5|['cullar', ' cacin']|2|1|5|1|['cullar']|1|1|1|1|['cullar', ' cacin']|2|1|5|1|True|2|2|['cullar', ' granada']|2|1|1|1
6656|R_2F8SHpaMCsXPviu|2024-02-02 20:57:10|988|23/06/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:20:55|False|False|False|False|False|{'santander', 'toledo', 'madrid'}|3|{'0'}|{'3'}|{'98'}|['santander']|1|0|0|0|['santander', ' toledo']|2|0|3|3|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander', ' madrid', ' toledo']|3|0|0|0|['santander']|1|0|0|0|['santander', ' toledo']|2|0|3|0|['santander']|1|0|0|0|False|3|1|['santander', ' toledo']|2|0|3|0
6656|R_2jPyl1rJaena7l8|2024-02-29 09:55:58|988|15/02/2004|Mujer|Bachelor of Business Administration|Si||0 days 00:16:33|False|False|False|False|False|{'santander', 'toledo', 'madrid'}|3|{'0'}|{'3'}|{'98'}|['santander']|1|0|3|3|['santander', ' toledo']|2|0|3|3|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander']|1|0|0|0|['santander', ' madrid', ' toledo']|3|0|98|0|['santander']|1|0|0|0|['santander', ' toledo']|2|0|3|0|['santander']|1|0|0|0|False|3|2|['santander', ' toledo']|2|0|3|0
6772|R_4JtQjFASCynCBuF|2024-02-02 18:11:07|502|31/03/2005|Mujer|Bachelor in Transformational Leadership and Social Impact|Si||0 days 00:22:20|False|False|False|False|False|{'zaragoza'}|1|{'1'}|{'4'}|{'1'}|['zaragoza']|1|1|1|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|1|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|False|2|1|['zaragoza']|1|1|4|1
6772|R_2GTWyoyh7GsyHss|2024-02-18 15:16:40|502|03/02/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:11:14|False|False|False|False|False|{'zaragoza'}|1|{'1'}|{'4'}|{'1'}|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|1|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|2|['zaragoza']|1|1|4|1|['zaragoza']|1|1|4|1|['zaragoza']|1|1|1|1|False|2|2|['zaragoza']|1|1|4|1
6969|R_4OlyFtEW2G0STDU|2024-01-26 12:47:39|652|21/10/2005|Hombre|Double degree in Business Administration and AI for Business|Si||0 days 00:24:24|False|False|True|False|False|{'granada', 'durcal'}|2|{'1'}|{'4', '3'}|{'98', '6'}|['granada']|1|99|5|1|['granada', ' durcal']|2|1|4|3|['durcal']|1|0|4|6|['durcal']|1|1|4|6|['durcal', ' granada']|2|1|4|6|['durcal', ' granada']|2|1|4|3|['durcal']|1|0|0|0|['granada', ' durcal']|2|1|3|3|['durcal']|1|0|0|0|True|1|1|['durcal']|1|1|4|3
6969|R_4JtQjFASCynCBuF|2024-02-02 18:11:07|652|31/03/2005|Mujer|Bachelor in Transformational Leadership and Social Impact|Si||0 days 00:22:20|False|False|True|False|False|{'granada', 'durcal'}|2|{'1'}|{'4', '3'}|{'98', '6'}|['durcal', ' durcal']|1|0|4|6|['durcal']|1|1|3|3|['durcal']|1|1|4|6|['durcal']|1|1|4|6|['durcal', ' granada']|2|1|4|6|['durcal', ' granada']|2|1|4|6|['durcal']|1|0|0|0|['durcal']|1|1|3|3|['durcal']|1|0|4|6|True|1|2|['durcal']|1|1|4|3
7032|R_4vqqOIAhZpzo8yl|2024-02-07 20:25:28|1302|11/10/2004|Mujer|Bachelor of Business Administration|Si||6 days 23:58:54|False|False|False|False|False|{'malaga', 'zaragoza', 'barcelona', 'madrid', 'valencia', 'sevilla'}|6|{'0'}|{'0'}|{'0'}|['extremadura', ' madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|7|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|1|0|2|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|False|2|1|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0
7032|R_6OJcAvBlvDK4Hrj|2024-02-13 18:36:44|1302|29/11/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:24:19|False|False|False|False|False|{'malaga', 'zaragoza', 'barcelona', 'madrid', 'valencia', 'sevilla'}|6|{'0'}|{'0'}|{'0'}|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0|False|2|2|['madrid', ' barcelona', ' sevilla', ' malaga', ' zaragoza', ' valencia']|6|0|0|0
7149|R_6mLcz8kokIN9XHC|2024-02-05 20:48:34|373|18/01/2003|Hombre|Bachelor of Business Administration|No|Más de 5 años pero menos de 7 años|0 days 00:17:09|False|False|True|False|True|{'castellon'}|1|{'1'}|{'5'}|{'98', '1'}|['castellon ']|1|0|0|98|['castellon']|1|1|5|3|['castellon']|1|1|5|5|['castellon']|1|1|5|3|['castellon']|1|0|5|3|['castellon', ' castellon']|2|1|5|2|['castellon']|1|0|0|0|['castellon']|1|1|5|5|['castellon']|1|0|0|0|True|2|1|['castellon']|1|1|5|3
7149|R_2GwQXRKgRevnsbH|2024-02-10 14:29:52|373|11/08/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:18:17|False|False|True|False|True|{'castellon'}|1|{'1'}|{'5'}|{'98', '1'}|['castellon ', ' valencia']|1|1|5|98|['castellon']|1|1|5|3|['castellon']|1|1|5|5|['castellon']|1|1|5|3|['castellon']|1|0|5|3|['99']|0|1|5|2|['castellon']|1|0|0|0|['castellon']|1|1|5|3|['castellon']|1|0|0|0|True|2|2|['castellon']|1|1|5|3
7193|R_4mXbBHTGhQSvTXP|2024-01-26 18:20:41|756|07/10/2005|Mujer|Bachelor of Business Administration|Si||0 days 00:14:50|False|False|False|False|False|{'malaga'}|1|{'1'}|{'1'}|{'1'}|['ninguno']|0|99|99|98|['malaga']|1|1|5|3|['malaga']|1|1|1|1|['malaga']|1|1|1|1|['malaga']|1|1|1|1|['malaga']|1|1|98|6|['malaga']|1|1|1|1|['malaga']|1|1|5|3|['malaga']|1|1|1|1|False|3|1|['malaga']|1|1|1|3
7193|R_6OJcAvBlvDK4Hrj|2024-02-13 18:36:44|756|29/11/2005|Hombre|Bachelor of Business Administration|Si||0 days 00:24:19|False|False|False|False|False|{'malaga'}|1|{'1'}|{'1'}|{'1'}|['malaga']|1|1|5|5|['malaga']|1|1|5|3|['malaga']|1|1|1|1|['malaga']|1|1|1|1|['malaga']|1|1|1|1|['malaga']|1|1|1|3|['malaga']|1|1|1|1|['malaga']|1|1|5|3|['malaga']|1|1|1|1|False|3|2|['malaga']|1|1|1|3
